Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
220001	2.54	0.01	Neural Network (Specific Model)	11	0.964	7879	345.04	26771	0.49	25	6	8013	None
220174	2.39	0.0	Neural Network (Specific Model)	11	0.95	3311	364.7096774193548	35691	0.36	31	10	7912	None
220219	2.52	0.0	Neural Network (Specific Model)	11	0.938	5213	203.44565217391303	59420	0.55	92	13	7894	None
220448	2.84	0.0	Neural Network (Specific Model)	11	0.953	5578	248.67741935483872	48378	0.41	62	11	7779	None
220479	2.67	0.0	Neural Network (Specific Model)	11	0.98	3984	259.43956043956047	71822	0.58	91	19	7762	None
220965	4.57	0.0	Neural Network (Specific Model)	11	0.877	3938	255.11363636363637	153176	0.52	176	44	7531	None
221289	4.22	0.02	Neural Network (Specific Model)	11	0.829	3815	210.68503937007873	96332	0.5	127	26	7390	None
221598	3.98	0.0	Neural Network (Specific Model)	11	0.914	2905	165.7847533632287	120139	0.39	223	41	5504	None
221778	2.8	0.0	Neural Network (Specific Model)	11	0.85	3826	157.5	29806	0.47	54	7	7181	None
222116	3.2	0.0	Neural Network (Specific Model)	11	0.758	3622	171.92307692307693	79391	0.33	117	23	7052	None
222525	2.58	0.0	Neural Network (Specific Model)	11	0.878	5444	205.20408163265307	34185	0.37	49	9	6897	None
222547	2.82	0.01	Neural Network (Specific Model)	11	0.934	3067	159.2095238095238	53076	0.37	105	17	6890	None
2230	2.5	0.0	Neural Network (Specific Model)	11	0.926	30427	209.37777777777777	30427	0.39	45	1	30427	None
223236	2.52	0.0	Neural Network (Specific Model)	11	0.742	3717	171.4	27580	0.32	40	8	6641	None
2233	6.3	0.12	Neural Network (Specific Model)	11	0.657	6478	110.69130434782609	346416	0.31	690	68	30380	None
223408	3.5	0.0	Neural Network (Specific Model)	11	0.809	2801	237.3111111111111	78796	0.4	90	29	4538	None
223438	2.49	0.0	Neural Network (Specific Model)	11	0.961	3131	497.94736842105266	29500	0.54	19	9	6571	None
22346	2.63	0.05	Neural Network (Specific Model)	11	0.871	4163	163.2173913043478	25755	0.56	46	6	6069	None
223512	2.3	0.0	Neural Network (Specific Model)	11	0.826	3217	207.95238095238096	31704	0.42	42	9	6542	None
223522	2.93	0.0	Neural Network (Specific Model)	11	0.923	3653	191.76699029126215	63919	0.45	103	19	6538	None
223814	2.45	0.0	Neural Network (Specific Model)	11	0.989	4690	511.77777777777777	27902	0.59	18	7	6442	None
224059	2.74	0.0	Neural Network (Specific Model)	11	0.933	3390	272.24285714285713	61030	0.29	70	19	5866	None
224373	4.74	0.02	Neural Network (Specific Model)	11	0.875	3154	181.95833333333334	104371	0.38	168	31	6266	None
224844	2.36	0.0	Neural Network (Specific Model)	11	0.92	5305	252.14285714285714	34502	0.39	42	8	6121	None
2251	91.55	42.39	Gradient Boost (General Model)	11	0.922	4437	304.1858156028369	2089430	0.48	2115	503	30130	None
2253	2.3	0.0	Neural Network (Specific Model)	11	0.985	30109	319.8709677419355	30109	0.35	31	1	30109	None
225381	2.91	0.0	Neural Network (Specific Model)	11	0.951	5223	247.40540540540542	28785	0.51	37	7	5961	None
225603	3.08	0.04	Neural Network (Specific Model)	11	0.901	2884	197.13333333333333	98357	0.52	150	33	5901	None
225770	4.34	0.27	Neural Network (Specific Model)	11	0.736	3610	156.17045454545453	55752	0.34	88	16	5859	None
225934	2.43	0.0	Neural Network (Specific Model)	11	0.938	3279	257.38	41042	0.57	50	12	5779	None
22596	2.34	0.0	Neural Network (Specific Model)	11	0.934	4443	250.2280701754386	45567	0.49	57	12	6026	None
226140	3.17	0.0	Neural Network (Specific Model)	11	0.954	3455	301.39130434782606	43499	0.39	46	13	5766	None
226592	8.94	0.0	Gradient Boost (General Model)	11	0.956	3969	354.875	26706	0.57	24	7	5658	None
227294	2.53	0.0	Neural Network (Specific Model)	11	0.942	3752	226.49180327868854	43785	0.43	61	14	5498	None
227318	2.71	0.02	Neural Network (Specific Model)	11	0.89	3720	227.0	27329	0.42	36	8	5491	None
227374	4.28	0.0	Neural Network (Specific Model)	11	0.902	2962	320.9178082191781	77784	0.59	73	28	5147	None
2274	2.42	0.0	Neural Network (Specific Model)	11	0.856	29818	189.7111111111111	29818	0.6	45	1	29818	None
227596	3.3	0.0	Neural Network (Specific Model)	11	0.973	4245	226.7037037037037	37543	0.42	54	10	5428	None
228312	2.99	0.0	Neural Network (Specific Model)	11	0.892	2879	206.4	58768	0.4	85	20	5278	None
228584	2.35	0.0	Neural Network (Specific Model)	11	0.967	2961	285.030303030303	29052	0.44	33	9	5225	None
229141	2.44	0.0	Neural Network (Specific Model)	11	0.94	2937	177.12962962962962	30437	0.39	54	9	5109	None
229154	2.6	0.0	Neural Network (Specific Model)	11	0.913	2655	205.79545454545453	59124	0.47	88	22	5106	None
229740	3.01	0.01	Neural Network (Specific Model)	11	0.759	4338	202.88636363636363	34855	0.42	44	10	4997	None
230314	2.41	0.0	Neural Network (Specific Model)	11	0.993	2873	596.8571428571429	25204	0.46	14	8	5637	None
230344	2.31	0.0	Neural Network (Specific Model)	11	0.724	4032	268.64285714285717	31153	0.42	28	8	4900	None
232054	2.51	0.0	Neural Network (Specific Model)	11	0.707	2992	101.6144578313253	35589	0.4	83	12	4631	None
232232	2.55	0.01	Neural Network (Specific Model)	11	0.955	2804	324.7241379310345	29533	0.55	29	10	4605	None
23243	2.41	0.0	Neural Network (Specific Model)	11	0.942	22582	295.125	37478	0.45	40	3	22582	None
232595	4.26	0.0	Neural Network (Specific Model)	11	0.836	2873	206.54545454545453	40721	0.56	55	14	4551	None
232687	2.35	0.0	Neural Network (Specific Model)	11	0.924	3017	263.9166666666667	30801	0.55	36	10	4538	None
233046	35.28	12.65	Gradient Boost (General Model)	11	0.934	2781	125.61386138613861	40661	0.57	101	15	4490	None
233096	3.66	0.0	Neural Network (Specific Model)	11	0.876	2850	223.55223880597015	51270	0.55	67	18	4484	None
233128	3.25	0.0	Neural Network (Specific Model)	11	0.917	2750	248.0	37220	0.6	46	14	3685	None
234120	2.36	0.0	Neural Network (Specific Model)	11	0.8	3325	191.66176470588235	48754	0.38	68	15	4350	None
238833	3.79	0.0	Neural Network (Specific Model)	11	0.94	2850	265.3888888888889	30383	0.44	36	11	3855	None
23985	10.68	0.01	Neural Network (Specific Model)	11	0.944	2893	366.92424242424244	230451	0.4	198	80	5798	None
2421	3.05	0.0	Neural Network (Specific Model)	11	0.905	28379	223.40425531914894	34537	0.48	47	3	28379	None
2440	96.99	90.35	Gradient Boost (General Model)	11	0.88	4440	331.0651804670913	10617701	0.51	9420	2579	28190	None
2448	5.01	0.0	Neural Network (Specific Model)	11	0.921	28135	171.6153846153846	36126	0.41	65	3	28135	None
245880	2.76	0.0	Neural Network (Specific Model)	11	0.895	3082	171.83333333333334	27402	0.55	48	10	3318	None
247048	5.57	0.01	Neural Network (Specific Model)	11	0.917	2408	245.41007194244605	111404	0.57	139	46	3217	None
25009	2.43	0.0	Neural Network (Specific Model)	11	0.701	4644	214.4	45866	0.48	50	11	5645	None
27059	2.55	0.0	Neural Network (Specific Model)	11	0.901	4442	240.45454545454547	35057	0.33	44	9	5371	None
2718	2.5	0.0	Neural Network (Specific Model)	11	0.975	25721	221.8421052631579	25721	0.37	38	1	25721	None
2756	2.54	0.01	Neural Network (Specific Model)	11	0.891	17403	199.375	58724	0.53	88	5	25465	None
2818	2.77	0.0	Neural Network (Specific Model)	11	0.893	24991	278.26666666666665	41910	0.47	45	2	24991	None
28676	6.38	0.0	Gradient Boost (General Model)	11	0.127	4792	75.52941176470588	30190	0.51	17	8	5189	None
2874	14.78	0.0	Neural Network (Specific Model)	11	0.885	8657	304.97596153846155	429484	0.49	416	66	24560	None
2886	2.35	0.0	Neural Network (Specific Model)	11	0.893	24480	186.14285714285714	43593	0.55	70	6	24480	None
2947	3.96	0.02	Neural Network (Specific Model)	11	0.886	21620	207.1587982832618	163127	0.58	233	10	23964	None
3023	2.57	0.05	Neural Network (Specific Model)	11	0.911	21290	190.50943396226415	65959	0.56	106	4	23399	None
32155	3.46	0.01	Neural Network (Specific Model)	11	0.933	14536	220.25581395348837	151284	0.47	215	17	32904	None
3302	75.16	12.96	Gradient Boost (General Model)	11	0.927	4439	328.4811946902655	2877510	0.45	2712	706	21585	None
3326	18.48	2.97	Neural Network (Specific Model)	11	0.913	11849	357.66775244299674	720312	0.33	614	107	80045	None
3444	8.43	1.08	Neural Network (Specific Model)	11	0.9	14241	262.12582781456956	263040	0.39	302	24	69340	None
3733	4.9	0.04	Neural Network (Specific Model)	11	0.871	30182	278.34615384615387	148781	0.43	156	9	66723	None
381	99.01	0.06	Gradient Boost (General Model)	11	0.885	28967	312.9682051282051	2066786	0.6	1950	100	94614	None
3822	4.06	0.0	Neural Network (Specific Model)	11	0.948	25753	283.13829787234044	167664	0.49	188	10	44643	None
3944	2.45	0.0	Neural Network (Specific Model)	11	0.939	36016	182.79032258064515	36016	0.46	62	1	36016	None
3981	49.63	0.29	Neural Network (Specific Model)	11	0.927	11554	313.6296296296296	984489	0.42	972	113	35034	None
4094	3.45	0.01	Neural Network (Specific Model)	11	0.919	22704	367.17241379310343	208292	0.47	174	19	32344	None
4099	78.14	50.8	Gradient Boost (General Model)	11	0.878	4148	253.36173913043478	1488189	0.29	1725	364	32238	None
4116	19.5	2.89	Neural Network (Specific Model)	11	0.898	4564	272.3576864535769	596556	0.35	657	139	31595	None
41569	2.73	0.0	Neural Network (Specific Model)	11	0.838	2988	244.8048780487805	35907	0.44	41	12	4190	None
42063	7.86	0.0	Neural Network (Specific Model)	11	0.882	2606	268.5837563451777	179824	0.57	197	68	4165	None
4244	2.76	0.0	Neural Network (Specific Model)	11	0.896	28464	178.375	28464	0.53	48	1	28464	None
4325	74.45	11.1	Gradient Boost (General Model)	11	0.913	5055	315.5348017621145	2350215	0.43	2270	516	26716	None
4412	4.26	0.02	Neural Network (Specific Model)	11	0.911	11301	198.0	166959	0.46	257	22	25077	None
4423	2.64	0.05	Neural Network (Specific Model)	11	0.949	22086	178.47787610619469	63270	0.52	113	4	24860	None
470	3.47	0.0	Neural Network (Specific Model)	11	0.917	68758	293.27777777777777	68758	0.48	72	1	68758	None
49919	2.5	0.0	Neural Network (Specific Model)	11	0.977	2886	177.0	36184	0.33	67	13	3809	None
501	2.69	0.0	Neural Network (Specific Model)	11	0.914	66209	243.66265060240963	66209	0.44	83	1	66209	None
5531	2.53	0.0	Neural Network (Specific Model)	11	0.873	18091	216.46153846153845	29005	0.54	39	3	18091	None
5578	2.4	0.0	Neural Network (Specific Model)	11	0.899	17947	379.4230769230769	32866	0.53	26	4	17947	None
56221	2.45	0.02	Neural Network (Specific Model)	11	0.877	2500	350.3333333333333	32334	0.5	27	13	3586	None
5729	58.76	2.51	Gradient Boost (General Model)	11	0.916	5145	307.67236954662104	1176284	0.55	1169	259	17545	None
5908	3.15	0.45	Neural Network (Specific Model)	11	0.836	12612	232.15402298850574	361448	0.51	435	37	17079	None
59363	4.18	0.0	Neural Network (Specific Model)	11	0.899	2648	268.1777777777778	40069	0.66	45	15	3488	None
6591	2.5	0.06	Neural Network (Specific Model)	11	0.888	15567	256.05555555555554	31123	0.65	36	2	15567	None
6672	2.67	0.0	Neural Network (Specific Model)	11	0.949	12962	360.0857142857143	39724	0.45	35	4	15437	None
723	99.82	70.44	Gradient Boost (General Model)	11	0.877	5635	287.95446153846154	4797204	0.63	4875	971	55214	None
7292	2.45	0.0	Neural Network (Specific Model)	11	0.933	12275	258.42857142857144	40585	0.36	49	4	14301	None
733	2.48	0.0	Neural Network (Specific Model)	11	0.906	54731	307.0740740740741	54731	0.6	54	1	54731	None
7367	10.53	0.71	Neural Network (Specific Model)	11	0.761	6781	143.4825327510917	515805	0.44	916	94	38168	None
73795	6.23	0.0	Gradient Boost (General Model)	11	0.286	2673	118.97222222222223	44784	0.54	36	16	5148	None
7608	2.35	0.0	Neural Network (Specific Model)	11	0.932	8461	212.63636363636363	29960	0.42	44	4	13781	None
7617	73.2	1.11	Gradient Boost (General Model)	11	0.9	4082	289.56622998544395	1323965	0.49	1374	350	13771	None
7766	2.56	0.01	Neural Network (Specific Model)	11	0.901	8019	237.48	39326	0.47	50	5	13541	None
787	2.88	0.0	Neural Network (Specific Model)	11	0.934	52908	250.5	52908	0.42	66	1	52908	None
8298	4.93	0.23	Neural Network (Specific Model)	11	0.915	5004	173.19620253164558	88643	0.39	158	21	12863	None
856	2.7	0.0	Neural Network (Specific Model)	11	0.863	51167	217.19480519480518	57918	0.42	77	2	51167	None
869	2.76	0.0	Neural Network (Specific Model)	11	0.916	50739	268.12068965517244	50739	0.4	58	1	50739	None
8800	2.36	0.0	Neural Network (Specific Model)	11	0.947	12274	251.08333333333334	28538	0.35	36	3	12287	None
9542	79.79	60.41	Gradient Boost (General Model)	11	0.882	3283	252.71127986078153	5423227	0.57	6321	1660	14857	None
9637	17.79	16.97	Neural Network (Specific Model)	11	0.932	2686	289.22727272727275	286319	0.31	308	98	11438	None
9911	2.42	0.0	Neural Network (Specific Model)	11	0.921	6472	497.5625	25939	0.44	16	4	11179	None
10062	9.1	0.0	Neural Network (Specific Model)	11	0.87	2603	244.5035587188612	472973	0.59	562	174	11038	None
10170	6.44	0.0	Neural Network (Specific Model)	11	0.921	4318	268.81632653061223	213905	0.52	245	53	8189	None
10236	58.69	14.91	Neural Network (Specific Model)	11	0.935	3433	293.8930307941653	1160981	0.47	1234	344	10893	None
10448	2.39	0.0	Neural Network (Specific Model)	11	0.924	8417	302.47222222222223	35310	0.35	36	5	10696	None
10648	3.34	0.0	Neural Network (Specific Model)	4	0.908	5869	283.10884353741494	135573	0.46	147	23	10535	None
1067	4.54	0.0	Neural Network (Specific Model)	11	0.906	45278	291.0851063829787	45278	0.6	47	1	45278	None
11033	2.44	0.0	Neural Network (Specific Model)	11	0.862	4279	227.82926829268294	32376	0.42	41	7	10223	None
11198	6.38	0.0	Gradient Boost (General Model)	11	0.326	6829	72.29508196721312	40479	0.32	61	7	10083	None
124005	2.57	0.0	Neural Network (Specific Model)	11	0.739	3767	132.986301369863	39402	0.35	73	12	4982	None
1247	3.5	0.01	Neural Network (Specific Model)	11	0.92	24799	250.0090909090909	178452	0.63	220	11	42093	None
1276	2.77	0.0	Neural Network (Specific Model)	11	0.965	41781	313.0752688172043	90065	0.5	93	4	41806	None
12925	17.98	0.0	Neural Network (Specific Model)	11	0.92	3179	311.1835294117647	430792	0.58	425	135	8983	None
135858	3.97	0.0	Neural Network (Specific Model)	11	0.94	2821	214.37593984962405	90192	0.46	133	31	6464	None
13685	2.62	0.0	Neural Network (Specific Model)	11	0.878	8105	262.6981132075472	47312	0.45	53	7	8608	None
1483	2.53	0.0	Neural Network (Specific Model)	11	0.912	38985	216.21818181818182	38985	0.51	55	1	38985	None
15347	3.04	0.0	Neural Network (Specific Model)	11	0.856	3747	223.75294117647059	66453	0.52	85	17	7900	None
1540	2.45	0.0	Neural Network (Specific Model)	11	0.929	38294	180.83333333333334	38294	0.46	66	1	38294	None
1570	94.61	95.46	Gradient Boost (General Model)	11	0.897	4211	272.44365135216646	9045217	0.61	9947	2227	37802	None
1582	5.65	0.04	Neural Network (Specific Model)	11	0.937	16369	189.03780718336483	318755	0.56	529	30	37704	None
1585	2.46	0.0	Neural Network (Specific Model)	11	0.889	37632	236.6984126984127	50183	0.52	63	4	37632	None
164	100.0	96.41	Gradient Boost (General Model)	11	0.878	13623	286.6282073359738	5678302	0.62	5807	844	101303	None
16448	29.8	6.17	Neural Network (Specific Model)	11	0.927	3368	293.15361445783134	314464	0.3	332	97	7663	None
170102	2.47	0.0	Neural Network (Specific Model)	11	0.91	3310	187.0212765957447	28768	0.4	47	9	5476	None
171849	4.3	0.02	Neural Network (Specific Model)	11	0.902	12467	291.3841059602649	146039	0.46	151	20	23914	None
17385	3.04	0.0	Neural Network (Specific Model)	11	0.992	3254	1006.0975609756098	124726	0.4	41	40	7190	None
17405	2.39	0.0	Neural Network (Specific Model)	11	0.906	7183	171.58333333333334	33826	0.44	60	6	12638	None
1840	2.55	0.0	Neural Network (Specific Model)	11	0.943	34816	208.16981132075472	34816	0.41	53	1	34816	None
1915	2.62	0.0	Neural Network (Specific Model)	11	0.941	33783	259.6341463414634	33783	0.6	41	1	33783	None
19346	2.17	0.03	Neural Network (Specific Model)	11	0.839	5854	194.59459459459458	25656	0.47	37	5	6679	None
19905	3.05	0.01	Neural Network (Specific Model)	11	0.91	3819	191.24812030075188	83256	0.55	133	22	9183	None
20214	11.66	0.01	Neural Network (Specific Model)	11	0.875	2686	281.67791411042947	314053	0.59	326	110	6495	None
2028	3.23	0.0	Neural Network (Specific Model)	11	0.859	32600	311.53333333333336	32600	0.52	30	1	32600	None
207634	2.82	0.0	Neural Network (Specific Model)	11	0.938	15882	232.98581560283688	104811	0.56	141	13	19970	None
209767	83.72	80.12	Gradient Boost (General Model)	11	0.92	12638	315.24578971324536	4506845	0.42	4394	525	209454	None
209955	65.47	14.79	Gradient Boost (General Model)	11	0.929	19762	205.7935064935065	1526312	0.51	2310	160	56161	None
210235	7.48	0.03	Neural Network (Specific Model)	11	0.914	21168	298.47289156626505	324724	0.43	332	21	48191	None
210277	2.62	0.0	Neural Network (Specific Model)	11	0.896	46254	182.64473684210526	46254	0.53	76	1	46254	None
210291	9.29	0.73	Neural Network (Specific Model)	11	0.889	20736	208.98498498498498	468007	0.4	666	55	43577	None
210345	6.74	0.02	Neural Network (Specific Model)	11	0.955	12339	230.46774193548387	223517	0.48	310	29	43877	None
210430	4.94	0.04	Neural Network (Specific Model)	11	0.944	8489	200.8393665158371	279790	0.51	442	45	41521	None
210508	4.74	0.02	Neural Network (Specific Model)	11	0.917	27046	199.62545454545455	178600	0.54	275	19	39698	None
210612	4.27	0.14	Neural Network (Specific Model)	11	0.892	19401	186.42548076923077	259594	0.5	416	31	37734	None
210616	56.92	11.35	Gradient Boost (General Model)	11	0.898	5654	299.81703026038	1420441	0.38	1421	281	24885	None
210627	12.92	0.42	Neural Network (Specific Model)	11	0.854	13102	255.3238341968912	691144	0.39	772	90	37332	None
210664	12.12	0.4	Neural Network (Specific Model)	11	0.861	7958	244.63203463203465	588689	0.5	693	105	36791	None
210776	3.65	0.0	Neural Network (Specific Model)	11	0.934	21942	222.18954248366012	108760	0.58	153	11	35191	None
210780	4.2	0.01	Neural Network (Specific Model)	11	0.914	14281	214.2340425531915	131567	0.4	188	17	35147	None
210792	2.45	0.0	Neural Network (Specific Model)	11	0.935	34879	210.19230769230768	34879	0.38	52	1	34879	None
210855	6.06	0.28	Neural Network (Specific Model)	11	0.851	5160	197.6173285198556	192073	0.37	277	37	33849	None
210930	3.52	0.0	Neural Network (Specific Model)	11	0.953	32734	298.0888888888889	41954	0.41	45	2	32734	None
211142	4.3	0.34	Neural Network (Specific Model)	11	0.925	19022	302.54117647058825	166655	0.44	170	13	29632	None
211179	4.37	0.02	Neural Network (Specific Model)	11	0.864	11653	170.1841155234657	162798	0.4	277	22	29187	None
211248	5.02	0.0	Neural Network (Specific Model)	11	0.911	7451	232.97769516728624	205442	0.51	269	33	25890	None
211354	10.39	0.21	Neural Network (Specific Model)	11	0.922	4946	264.33529411764704	145532	0.32	170	32	11908	None
211477	3.33	0.01	Neural Network (Specific Model)	11	0.926	4096	257.1374045801527	108675	0.4	131	25	25934	None
211566	2.9	0.0	Neural Network (Specific Model)	11	0.961	10555	244.55696202531647	59897	0.51	79	6	25267	None
211628	2.77	0.0	Neural Network (Specific Model)	11	0.898	9794	186.53623188405797	85763	0.41	138	10	24746	None
211667	2.67	0.05	Neural Network (Specific Model)	11	0.918	12213	209.20987654320987	54865	0.36	81	4	24365	None
211930	8.2	1.05	Neural Network (Specific Model)	11	0.898	6275	196.1929203539823	368632	0.39	565	70	22383	None
211974	2.86	0.0	Neural Network (Specific Model)	11	0.94	5204	236.22368421052633	57113	0.51	76	11	22018	None
2121	2.56	0.0	Neural Network (Specific Model)	11	0.923	31590	278.0857142857143	31590	0.43	35	1	31590	None
212167	3.45	0.0	Neural Network (Specific Model)	11	0.899	7526	250.7872340425532	117662	0.42	141	22	20892	None
212170	2.49	0.0	Neural Network (Specific Model)	11	0.87	20867	172.84126984126985	37303	0.42	63	5	20867	None
212314	3.05	0.01	Neural Network (Specific Model)	11	0.954	9121	316.4526315789474	94315	0.42	95	11	20116	None
212517	69.4	20.05	Gradient Boost (General Model)	11	0.935	4422	277.1356335514575	1491710	0.43	1681	373	17444	None
212618	3.18	0.0	Neural Network (Specific Model)	11	0.874	10935	207.703125	45247	0.38	64	6	18564	None
212699	2.68	0.0	Neural Network (Specific Model)	11	0.881	6773	231.82242990654206	84137	0.53	107	15	18238	None
212876	3.15	0.0	Neural Network (Specific Model)	11	0.927	15082	291.47457627118644	110624	0.46	118	14	17648	None
213384	2.52	0.0	Neural Network (Specific Model)	11	0.941	11088	195.3090909090909	34004	0.52	55	3	16055	None
213417	5.57	0.02	Neural Network (Specific Model)	11	0.809	6392	176.7883597883598	123496	0.33	189	22	15965	None
213422	4.29	0.06	Neural Network (Specific Model)	11	0.911	6575	172.464406779661	166437	0.44	295	33	15955	None
213612	3.93	0.01	Neural Network (Specific Model)	11	0.879	4831	297.97297297297297	112584	0.4	111	26	15438	None
213831	3.3	0.03	Neural Network (Specific Model)	11	0.722	3369	150.43529411764706	106028	0.33	170	29	14939	None
213857	3.07	0.0	Neural Network (Specific Model)	11	0.874	5448	242.7175572519084	108954	0.43	131	22	14891	None
213893	4.26	0.14	Neural Network (Specific Model)	11	0.872	7204	236.23636363636365	133231	0.46	165	25	14770	None
213897	2.34	0.0	Neural Network (Specific Model)	11	0.892	9161	184.5625	29641	0.34	48	3	12374	None
213944	6.58	0.04	Neural Network (Specific Model)	11	0.887	8101	233.2741935483871	97703	0.47	124	15	14659	None
214147	2.59	0.0	Neural Network (Specific Model)	11	0.914	4610	221.26470588235293	73774	0.48	102	17	14253	None
214156	2.53	0.01	Neural Network (Specific Model)	11	0.803	6416	206.98461538461538	50109	0.48	65	9	14236	None
2142	2.58	0.0	Neural Network (Specific Model)	11	0.916	31358	208.56521739130434	31358	0.41	46	1	31358	None
214208	3.91	0.02	Neural Network (Specific Model)	11	0.852	5764	250.45283018867926	93084	0.51	106	19	14134	None
214218	3.6	0.0	Neural Network (Specific Model)	11	0.905	3514	175.86610878661088	139007	0.39	239	34	14108	None
214496	2.64	0.01	Neural Network (Specific Model)	11	0.764	12657	206.36363636363637	35536	0.46	44	5	13551	None
214586	3.82	0.0	Neural Network (Specific Model)	11	0.913	5775	191.23846153846154	81210	0.43	130	16	13389	None
214737	3.24	0.0	Neural Network (Specific Model)	11	0.924	7309	289.7317073170732	115535	0.43	123	19	13134	None
214815	2.43	0.07	Neural Network (Specific Model)	11	0.984	8191	470.1111111111111	38697	0.43	27	8	12999	None
214827	4.54	0.09	Neural Network (Specific Model)	11	0.966	5730	235.19753086419752	58792	0.44	81	11	12981	None
214905	3.13	0.0	Neural Network (Specific Model)	11	0.894	10508	206.64356435643563	69590	0.4	101	10	12850	None
215009	2.55	0.0	Neural Network (Specific Model)	11	0.91	4701	177.47916666666666	27872	0.37	48	7	5597	None
215139	2.59	0.0	Neural Network (Specific Model)	11	0.925	6077	303.37142857142857	68573	0.52	70	15	11193	None
215417	3.69	0.17	Neural Network (Specific Model)	11	0.938	4347	280.1707317073171	36386	0.43	41	9	12131	None
215491	2.92	0.0	Neural Network (Specific Model)	11	0.582	3811	114.20958083832335	97675	0.3	167	26	12027	None
215544	2.3	0.0	Neural Network (Specific Model)	11	0.939	25244	228.90196078431373	37204	0.41	51	2	25244	None
215894	3.2	0.22	Neural Network (Specific Model)	11	0.945	9696	264.81111111111113	75343	0.42	90	14	18828	None
216030	2.39	0.0	Neural Network (Specific Model)	11	0.959	6622	270.4634146341463	34574	0.4	41	8	11333	None
216089	2.73	0.0	Neural Network (Specific Model)	11	0.953	7243	199.25	32424	0.39	52	7	9159	None
216304	4.35	0.01	Neural Network (Specific Model)	11	0.841	3808	177.1726618705036	87594	0.34	139	24	10998	None
216519	3.84	0.18	Neural Network (Specific Model)	11	0.945	6102	210.79807692307693	69487	0.4	104	14	10719	None
216729	3.7	0.16	Neural Network (Specific Model)	11	0.943	9500	296.3888888888889	33775	0.35	36	6	10490	None
216841	2.46	0.0	Neural Network (Specific Model)	11	0.882	6523	194.14492753623188	45374	0.44	69	10	10369	None
216864	4.33	0.03	Neural Network (Specific Model)	11	0.887	6321	273.3488372093023	39740	0.56	43	6	10347	None
216935	2.56	0.0	Neural Network (Specific Model)	11	0.947	5742	308.0655737704918	59295	0.45	61	13	10267	None
216956	4.14	0.02	Neural Network (Specific Model)	11	0.963	5152	275.1063829787234	40006	0.57	47	10	10253	None
217105	2.53	0.0	Neural Network (Specific Model)	11	0.881	5904	238.16	40481	0.37	50	8	10115	None
217130	2.39	0.0	Neural Network (Specific Model)	11	0.921	5084	327.7368421052632	40544	0.43	38	8	10097	None
217276	3.05	0.0	Neural Network (Specific Model)	11	0.938	4438	555.3030303030303	117144	0.44	66	29	9958	None
217414	2.32	0.0	Neural Network (Specific Model)	11	0.92	5749	262.96774193548384	26417	0.49	31	5	9822	None
21751	2.71	0.0	Neural Network (Specific Model)	11	0.955	4416	197.12173913043478	71028	0.36	115	17	6181	None
217723	3.2	0.01	Neural Network (Specific Model)	11	0.946	3194	160.09708737864077	51904	0.44	103	17	7384	None
217841	2.62	0.0	Neural Network (Specific Model)	11	0.915	6006	247.15625	25766	0.4	32	5	9417	None
217845	2.98	0.0	Neural Network (Specific Model)	11	0.824	3575	227.33333333333334	61852	0.38	75	18	9413	None
218133	2.37	0.0	Neural Network (Specific Model)	11	0.78	4302	195.92	37668	0.38	50	10	9192	None
218162	2.69	0.01	Neural Network (Specific Model)	11	0.911	4487	217.66666666666666	44984	0.29	63	11	9171	None
218214	3.17	0.0	Neural Network (Specific Model)	11	0.865	3425	273.9375	60633	0.4	64	17	9133	None
218345	2.36	0.0	Neural Network (Specific Model)	11	0.966	7459	304.2258064516129	29243	0.34	31	5	9049	None
218526	2.41	0.0	Neural Network (Specific Model)	11	0.958	3381	213.58461538461538	43365	0.64	65	13	8926	None
218646	3.96	0.0	Neural Network (Specific Model)	11	0.903	4180	255.83505154639175	82161	0.52	97	22	8835	None
218680	2.48	0.0	Neural Network (Specific Model)	11	0.945	4601	211.4375	32076	0.39	48	7	8812	None
218990	2.87	0.0	Neural Network (Specific Model)	11	0.828	3200	245.26785714285714	49673	0.43	56	14	8621	None
219067	2.45	0.0	Neural Network (Specific Model)	11	0.867	4138	168.85135135135135	42856	0.54	74	11	8563	None
2191	89.95	89.85	Neural Network (Specific Model)	11	0.901	5468	302.3340303188709	5768906	0.45	5739	1238	30934	None
219101	4.78	0.01	Neural Network (Specific Model)	11	0.927	4942	284.98936170212767	172997	0.4	188	40	8539	None
219219	2.37	0.0	Neural Network (Specific Model)	11	0.928	4684	217.22448979591837	34357	0.44	49	8	8461	None
219267	8.92	0.17	Neural Network (Specific Model)	11	0.878	3482	253.42412451361866	221958	0.57	257	64	8424	None
219329	3.22	0.2	Neural Network (Specific Model)	11	0.874	4885	301.46938775510205	100930	0.34	98	26	8391	None
219589	3.27	0.0	Neural Network (Specific Model)	11	0.97	4536	197.1864406779661	35669	0.41	59	9	8240	None
219649	3.03	0.0	Neural Network (Specific Model)	11	0.964	4506	344.44827586206895	31027	0.29	29	7	8208	None
219842	2.55	0.0	Neural Network (Specific Model)	11	0.919	3949	195.06896551724137	55204	0.35	87	12	10326	None
